action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,exclusion_reason,ic50_nM,smiles,measurement_class
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004629,[],CHEMBL5234271,Inhibition of human MMP-9,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN(C(CSC)C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '26.76', 'le': '0.58', 'lle': '8.37', 'sei': '10.11'}",,CHEMBL5283673,,CHEMBL5283673,9.70,0,http://www.openphacts.org/units/Nanomolar,3912503,=,1,1,=,,IC50,nM,,0.2,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.2,,0.2,CCCN(C(CSC)C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004636,[],CHEMBL5234275,Inhibition of human MMP9 using Dnp-Pro-Cha-Gly-Cys(Me)-His-Ala-Lys(Nma)-NH2 substrate by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CC(C)(C)C(CCSCc3ccccc3)C2C(=O)NO)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '18.90', 'le': '0.39', 'lle': '5.51', 'sei': '9.43'}",,CHEMBL5289570,,CHEMBL5289570,9.05,0,http://www.openphacts.org/units/Nanomolar,3912480,=,1,1,=,,IC50,nM,,0.9,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.9,,0.9,COc1ccc(S(=O)(=O)N2CC(C)(C)C(CCSCc3ccccc3)C2C(=O)NO)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004643,"[{'comments': None, 'relation': '<=', 'result_flag': 0, 'standard_relation': '<=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.3333', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '20.0'}]",CHEMBL5234281,Inhibition of MMP-9 (unknown origin) using Ac-PLG-[2-mercapto-4-methylpentanoyl]-LG-OC2H5) as substrate measured upto 20 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)C1(S(=O)(=O)c2ccc(-n3cc(-c4ccc(-c5cncnc5)cc4)nn3)cc2)CCOCC1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '17.96', 'le': '0.35', 'lle': '6.88', 'sei': '6.10'}",,CHEMBL5275421,,CHEMBL5275421,9.10,0,http://www.openphacts.org/units/Nanomolar,3912481,=,1,1,=,,IC50,nM,,0.8,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.8,,0.8,O=C(NO)C1(S(=O)(=O)c2ccc(-n3cc(-c4ccc(-c5cncnc5)cc4)nn3)cc2)CCOCC1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004647,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '1.5'}]",CHEMBL5234285,Inhibition of human MMP9 incubated for 1 hrs followed by chromogenic substrate addition and measured after 30 mins by microplate photometer analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CC[C@@H](NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '11.11', 'le': '0.24', 'lle': '2.75', 'sei': '3.83'}",,CHEMBL4634160,,CHEMBL4634160,5.32,0,http://www.openphacts.org/units/Nanomolar,3912485,=,1,1,=,,IC50,nM,,4830.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,4830.0,,4830.0,O=C(O)CC[C@@H](NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,intermediate
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004648,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '16.5', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '16.5'}]",CHEMBL5234286,"Inhibition of recombinant human MMP9 using (7-methoxycoumarin-4-yl)-acetyl-Pro-Leu-Gly-Leu-[3-(2,4-dinitrophenyl)-L-2,3-diaminopropionyl]-Ala-Arg-NH2 as substrate incubated for 0.5 hrs followed by substrate addition and measured for 16 hrs by fluorescence microplate reader analysis",B,,,BAO_0000190,BAO_0000357,single protein format,CCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '16.55', 'le': '0.34', 'lle': '3.55', 'sei': '6.55'}",,CHEMBL5267731,,CHEMBL5267731,7.44,0,http://www.openphacts.org/units/Nanomolar,3912486,=,1,1,=,,IC50,nM,,36.4,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,36.4,,36.4,CCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004650,[],CHEMBL5234288,Inhibition of MMP-9 (unknown origin) by fluorimetric assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)[C@@H](O)CO,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '21.56', 'le': '0.44', 'lle': '8.32', 'sei': '7.51'}",,CHEMBL5270698,,CHEMBL5270698,10.04,0,http://www.openphacts.org/units/Nanomolar,3912487,=,1,1,=,,IC50,nM,,0.092,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.092,,0.092,O=CN(O)C(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)[C@@H](O)CO,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004651,[],CHEMBL5234288,Inhibition of MMP-9 (unknown origin) by fluorimetric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)NC(=O)N(C[C@H](CS(=O)(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C(=O)O)C1=O,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '17.36', 'le': '0.35', 'lle': '6.38', 'sei': '6.17'}",,CHEMBL5278145,,CHEMBL5278145,9.47,0,http://www.openphacts.org/units/Nanomolar,3912475,=,1,1,=,,IC50,nM,,0.34,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.34,,0.34,CC1(C)NC(=O)N(C[C@H](CS(=O)(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C(=O)O)C1=O,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004654,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.5', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.5'}]",CHEMBL5234290,Inhibition of MMP-9 (unknown origin) using Ac-Pro-Leu-Gly-SCH(CH2 CH(CH3)2)CO-Leu-Gly-OCH2CH3 as substrate preincubated of 0.5 hrs followed by substrate addition and measured after 3 hrs by fluorescence analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)s2)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '20.81', 'le': '0.43', 'lle': '5.01', 'sei': '9.41'}",,CHEMBL5287905,,CHEMBL5287905,7.85,0,http://www.openphacts.org/units/Nanomolar,3912489,=,1,1,=,,IC50,nM,,14.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,14.0,,14.0,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)s2)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004667,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'min', 'standard_value': '20.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'min', 'value': '20.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'min', 'standard_value': '30.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'min', 'value': '30.0'}]",CHEMBL5234297,Inhibition of recombinant human MMP9 using Mca-Pro-Leu-Dpa-Ala-Arg-NH2 as substrate incubated for 20 to 30 mins by fluorescence microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CCCC(C)(C)CC2C(=O)NO)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '26.09', 'le': '0.53', 'lle': '7.53', 'sei': '9.69'}",,CHEMBL5284688,,CHEMBL5284688,9.30,0,http://www.openphacts.org/units/Nanomolar,3912490,=,1,1,=,,IC50,nM,,0.5,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.5,,0.5,COc1ccc(S(=O)(=O)N2CCCC(C)(C)CC2C(=O)NO)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004669,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Lower', 'standard_units': 'min', 'standard_value': '20.0', 'text_value': None, 'type': 'TIME_Lower', 'units': 'min', 'value': '20.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME_Upper', 'standard_units': 'min', 'standard_value': '30.0', 'text_value': None, 'type': 'TIME_Upper', 'units': 'min', 'value': '30.0'}]",CHEMBL5234297,Inhibition of recombinant human MMP9 using Mca-Pro-Leu-Dpa-Ala-Arg-NH2 as substrate incubated for 20 to 30 mins by fluorescence microplate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CCN(c3cccnc3)CC2C(=O)NO)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '19.10', 'le': '0.38', 'lle': '7.01', 'sei': '6.69'}",,CHEMBL5283286,,CHEMBL5283286,7.50,0,http://www.openphacts.org/units/Nanomolar,3912492,=,1,1,=,,IC50,nM,,32.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,32.0,,32.0,COc1ccc(S(=O)(=O)N2CCN(c3cccnc3)CC2C(=O)NO)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25004692,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '6.5', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '6.5'}]",CHEMBL5234311,Inhibition of human MMP9 using Dnp-Pro-Cha-Gly-Cys(ME)-His-Ala-Lys(Nma)-NH2 as substrate preincubated for 0.5 hrs followed by substrate addition and measured after 6 hrs by fluorimeter analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCc1ccc(-c2ccc(Cl)cc2)cc1,,,CHEMBL5233239,Eur J Med Chem,2020.0,"{'bei': '15.58', 'le': '0.31', 'lle': '1.87', 'sei': '10.56'}",,CHEMBL5276809,,CHEMBL5276809,7.89,0,http://www.openphacts.org/units/Nanomolar,3912478,=,1,1,=,,IC50,nM,,13.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,13.0,,13.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCc1ccc(-c2ccc(Cl)cc2)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029770,[],CHEMBL5241284,Inhibition of MMP9 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '22.52', 'le': '0.46', 'lle': '5.70', 'sei': '8.65'}",,CHEMBL5288452,,CHEMBL5288452,9.47,0,http://www.openphacts.org/units/Nanomolar,3918622,=,1,1,=,,IC50,nM,,0.34,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.34,,0.34,Cc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029771,[],CHEMBL5241284,Inhibition of MMP9 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '21.95', 'le': '0.45', 'lle': '5.52', 'sei': '8.71'}",,CHEMBL5280430,,CHEMBL5280430,9.54,0,http://www.openphacts.org/units/Nanomolar,3918623,=,1,1,=,,IC50,nM,,0.29,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.29,,0.29,CCc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029772,[],CHEMBL5241284,Inhibition of MMP9 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2[C@H](C(=O)NO)C[C@@H]3CCN(C(=O)CCc4ccccc4)C[C@@H]32)cc1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '15.15', 'le': '0.30', 'lle': '5.58', 'sei': '6.35'}",,CHEMBL5283653,,CHEMBL5283653,7.39,0,http://www.openphacts.org/units/Nanomolar,3918624,=,1,1,=,,IC50,nM,,41.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,41.0,,41.0,COc1ccc(S(=O)(=O)N2[C@H](C(=O)NO)C[C@@H]3CCN(C(=O)CCc4ccccc4)C[C@@H]32)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029773,[],CHEMBL5241284,Inhibition of MMP9 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ccc(-c2cn(-c3ccc(S(=O)(=O)NC(Cc4ccccc4)C(=O)NO)cc3)nn2)cc1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '17.77', 'le': '0.34', 'lle': '6.60', 'sei': '6.95'}",,CHEMBL5274327,,CHEMBL5274327,9.00,0,http://www.openphacts.org/units/Nanomolar,3918628,=,1,1,=,,IC50,nM,,1.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,1.0,,1.0,CN(C)c1ccc(-c2cn(-c3ccc(S(=O)(=O)NC(Cc4ccccc4)C(=O)NO)cc3)nn2)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029775,[],CHEMBL5241284,Inhibition of MMP9 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)COC(=O)[C@]3(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c4ccc(O)c(O)c4)C3)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '4.74', 'le': None, 'lle': None, 'sei': None}",,CHEMBL5277508,,CHEMBL5277508,5.15,0,http://www.openphacts.org/units/Nanomolar,3918646,=,1,1,=,,IC50,nM,,7050.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7050.0,,7050.0,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)COC(=O)[C@]3(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c4ccc(O)c(O)c4)C3)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,intermediate
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029782,[],CHEMBL5241287,Inhibition of MMP9 (unknown origin) assessed as dissociation constant,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCSc1nc(=O)c2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '17.19', 'le': '0.33', 'lle': '3.21', 'sei': '6.30'}",,CHEMBL5284605,,CHEMBL5284605,6.52,0,http://www.openphacts.org/units/Nanomolar,3918641,=,1,1,=,,IC50,nM,,300.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,300.0,,300.0,O=C(CCCSc1nc(=O)c2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029788,[],CHEMBL5241289,Inhibition of MMP9 (unknown origin) assessed as inhibition constant,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '17.76', 'le': '0.39', 'lle': '4.36', 'sei': '7.93'}",,CHEMBL445971,,CHEMBL445971,7.10,0,http://www.openphacts.org/units/Nanomolar,3918625,=,1,1,=,,IC50,nM,,80.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,80.0,,80.0,CS(=O)(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029789,[],CHEMBL5241289,Inhibition of MMP9 (unknown origin) assessed as inhibition constant,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CN(C(N)=O)C[C@@H]1S)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '21.81', 'le': '0.45', 'lle': '6.73', 'sei': '9.56'}",,CHEMBL2380401,,CHEMBL2380401,8.89,0,http://www.openphacts.org/units/Nanomolar,3918630,=,1,1,=,,IC50,nM,,1.3,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,1.3,,1.3,CN([C@H]1CN(C(N)=O)C[C@@H]1S)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25029790,[],CHEMBL5241289,Inhibition of MMP9 (unknown origin) assessed as inhibition constant,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.NCCCCCC(=O)N1C[C@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@@H](S)C1,,,CHEMBL5241057,Eur J Med Chem,2021.0,"{'bei': '18.63', 'le': '0.38', 'lle': '5.85', 'sei': '8.49'}",,CHEMBL2380403,,CHEMBL3039655,8.64,0,http://www.openphacts.org/units/Nanomolar,3918631,=,1,1,=,,IC50,nM,,2.3,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,2.3,,2.3,NCCCCCC(=O)N1C[C@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@@H](S)C1,active
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25036641,[],CHEMBL5243549,Inhibition of human MMP-9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc(=O)n1O,,,CHEMBL5241119,RSC Med Chem,2022.0,"{'bei': '14.37', 'le': '0.26', 'lle': '1.92', 'sei': '6.45'}",,CHEMBL2435340,,CHEMBL2435340,4.60,0,http://www.openphacts.org/units/Nanomolar,3921100,=,1,1,=,,IC50,nM,,25000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,25.0,,25000.0,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc(=O)n1O,inactive
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25036642,[],CHEMBL5243549,Inhibition of human MMP-9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCc1ccc(-c2ccccc2)cc1)c1occc(=O)c1O,,,CHEMBL5241119,RSC Med Chem,2022.0,"{'bei': '14.32', 'le': '0.26', 'lle': '1.66', 'sei': '5.79'}",,CHEMBL5274715,,CHEMBL5274715,4.60,0,http://www.openphacts.org/units/Nanomolar,3921101,=,1,1,=,,IC50,nM,,25000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,25.0,,25000.0,O=C(NCc1ccc(-c2ccccc2)cc1)c1occc(=O)c1O,inactive
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25036643,[],CHEMBL5243549,Inhibition of human MMP-9,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(=O)c(O)c(C(=O)NCc2ccc(-c3ccccc3)cc2)o1,,,CHEMBL5241119,RSC Med Chem,2022.0,"{'bei': '13.72', 'le': '0.25', 'lle': '1.35', 'sei': '5.79'}",,CHEMBL255374,,CHEMBL255374,4.60,0,http://www.openphacts.org/units/Nanomolar,3921102,=,1,1,=,,IC50,nM,,25000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,25.0,,25000.0,Cc1cc(=O)c(O)c(C(=O)NCc2ccc(-c3ccccc3)cc2)o1,inactive
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25036644,[],CHEMBL5243549,Inhibition of human MMP-9,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc(=O)c(O)c1C(=O)NCc1ccc(-c2ccccc2)cc1,,,CHEMBL5241119,RSC Med Chem,2022.0,"{'bei': '13.76', 'le': '0.25', 'lle': '1.91', 'sei': '6.45'}",,CHEMBL5272043,,CHEMBL5272043,4.60,0,http://www.openphacts.org/units/Nanomolar,3921103,=,1,1,=,,IC50,nM,,25000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,25.0,,25000.0,Cn1ccc(=O)c(O)c1C(=O)NCc1ccc(-c2ccccc2)cc1,inactive
